Origin,FlightDate,Region
ELP,2017-01-20,WestSouthCentral
DEN,2017-01-20,Mountain
ORF,2017-01-15,SouthAtlantic
DAY,2017-01-02,EastNorthCentral
OAK,2017-01-04,Pacific
DAL,2017-01-26,WestSouthCentral
ICT,2017-01-13,WestNorthCentral
CHS,2017-01-19,SouthAtlantic
DTW,2017-01-18,EastNorthCentral
GSP,2017-01-27,SouthAtlantic
LGB,2017-01-04,Pacific
PIE,2017-01-17,SouthAtlantic
IAD,2017-01-03,SouthAtlantic
DAY,2017-01-10,EastNorthCentral
SFO,2017-01-22,Pacific
TPA,2017-01-14,SouthAtlantic
PNS,2017-01-22,SouthAtlantic
COS,2017-01-24,Mountain
SMF,2017-01-30,Pacific
SDF,2017-01-19,EastSouthCentral
DAY,2017-01-20,EastNorthCentral
PIT,2017-01-06,MiddleAtlantic
LGA,2017-01-04,MiddleAtlantic
ROC,2017-01-12,MiddleAtlantic
ORD,2017-01-01,EastNorthCentral
SFB,2017-01-26,SouthAtlantic
TUS,2017-01-12,Mountain
OKC,2017-01-28,WestSouthCentral
SYR,2017-01-20,MiddleAtlantic
SFO,2017-01-11,Pacific
MKE,2017-01-14,EastNorthCentral
CHS,2017-01-09,SouthAtlantic
PIE,2017-01-12,SouthAtlantic
DFW,2017-01-24,WestNorthCentral
HOU,2017-01-25,WestSouthCentral
PDX,2017-01-21,Pacific
BWI,2017-01-10,SouthAtlantic
GSO,2017-01-02,SouthAtlantic
PWM,2017-01-23,NewEngland
COS,2017-01-13,Mountain
LIH,2017-01-07,Pacific
CVG,2017-01-18,EastNorthCentral
TUL,2017-01-22,WestSouthCentral
FLL,2017-01-15,SouthAtlantic
ANC,2017-01-20,Pacific
BOS,2017-01-01,NewEngland
BUR,2017-01-04,Pacific
HNL,2017-01-04,Pacific
CLE,2017-01-25,EastNorthCentral
ABQ,2017-01-27,Mountain
GSO,2017-01-30,SouthAtlantic
EWR,2017-01-05,MiddleAtlantic
BOS,2017-01-18,NewEngland
ROC,2017-01-30,MiddleAtlantic
ATL,2017-01-29,SouthAtlantic
ICT,2017-01-20,WestNorthCentral
ANC,2017-01-25,Pacific
DAL,2017-01-06,WestSouthCentral
ANC,2017-01-16,Pacific
PNS,2017-01-03,SouthAtlantic
SJC,2017-01-21,Pacific
PHL,2017-01-23,MiddleAtlantic
MKE,2017-01-23,EastNorthCentral
ABQ,2017-01-28,Mountain
GRR,2017-01-30,EastNorthCentral
LIH,2017-01-12,Pacific
PVD,2017-01-08,NewEngland
PWM,2017-01-08,NewEngland
PBI,2017-01-07,SouthAtlantic
SEA,2017-01-31,Pacific
OGG,2017-01-22,Pacific
RIC,2017-01-20,SouthAtlantic
SFB,2017-01-07,SouthAtlantic
PWM,2017-01-26,NewEngland
LIT,2017-01-25,WestSouthCentral
DTW,2017-01-27,EastNorthCentral
PNS,2017-01-17,SouthAtlantic
BUF,2017-01-26,MiddleAtlantic
CLE,2017-01-09,EastNorthCentral
PWM,2017-01-18,NewEngland
BNA,2017-01-12,EastSouthCentral
MSP,2017-01-06,WestNorthCentral
PIT,2017-01-26,MiddleAtlantic
DSM,2017-01-01,WestNorthCentral
OKC,2017-01-16,WestSouthCentral
LIH,2017-01-30,Pacific
RIC,2017-01-11,SouthAtlantic
LGA,2017-01-18,MiddleAtlantic
JFK,2017-01-05,MiddleAtlantic
MSN,2017-01-01,EastNorthCentral
ORF,2017-01-02,SouthAtlantic
SLC,2017-01-05,Mountain
GSP,2017-01-20,SouthAtlantic
IND,2017-01-08,EastNorthCentral
GSO,2017-01-13,SouthAtlantic
COS,2017-01-15,Mountain
LIT,2017-01-30,WestSouthCentral
EWR,2017-01-18,MiddleAtlantic
DCA,2017-01-02,SouthAtlantic
FLL,2017-01-09,SouthAtlantic
GRR,2017-01-21,EastNorthCentral
CHS,2017-01-03,SouthAtlantic
ROC,2017-01-04,MiddleAtlantic
LGA,2017-01-19,MiddleAtlantic
DEN,2017-01-28,Mountain
BHM,2017-01-20,EastSouthCentral
SAN,2017-01-16,Pacific
LIH,2017-01-08,Pacific
GSP,2017-01-17,SouthAtlantic
JFK,2017-01-13,MiddleAtlantic
BOS,2017-01-11,NewEngland
DEN,2017-01-14,Mountain
LAS,2017-01-01,Mountain
RIC,2017-01-15,SouthAtlantic
TYS,2017-01-06,EastSouthCentral
BUF,2017-01-08,MiddleAtlantic
LIT,2017-01-08,WestSouthCentral
IAH,2017-01-02,WestSouthCentral
CHS,2017-01-28,SouthAtlantic
RIC,2017-01-17,SouthAtlantic
LIT,2017-01-07,WestSouthCentral
SAN,2017-01-31,Pacific
SLC,2017-01-11,Mountain
MDW,2017-01-22,EastNorthCentral
ORD,2017-01-04,EastNorthCentral
MHT,2017-01-25,NewEngland
ORD,2017-01-29,EastNorthCentral
GEG,2017-01-23,Pacific
SYR,2017-01-23,MiddleAtlantic
SYR,2017-01-11,MiddleAtlantic
GRR,2017-01-24,EastNorthCentral
DCA,2017-01-03,SouthAtlantic
AUS,2017-01-19,WestSouthCentral
ORF,2017-01-04,SouthAtlantic
ABQ,2017-01-14,Mountain
GSP,2017-01-04,SouthAtlantic
DFW,2017-01-30,WestNorthCentral
TYS,2017-01-17,EastSouthCentral
SAV,2017-01-17,SouthAtlantic
BNA,2017-01-16,EastSouthCentral
ATL,2017-01-04,SouthAtlantic
PVD,2017-01-04,NewEngland
MCI,2017-01-21,WestNorthCentral
MSP,2017-01-05,WestNorthCentral
JAX,2017-01-02,SouthAtlantic
ORF,2017-01-03,SouthAtlantic
MCO,2017-01-08,SouthAtlantic
DAY,2017-01-17,EastNorthCentral
DAY,2017-01-13,EastNorthCentral
ORF,2017-01-29,SouthAtlantic
DSM,2017-01-24,WestNorthCentral
BHM,2017-01-06,EastSouthCentral
MSP,2017-01-01,WestNorthCentral
PHX,2017-01-29,Mountain
ONT,2017-01-07,Pacific
SYR,2017-01-16,MiddleAtlantic
SNA,2017-01-19,Pacific
RNO,2017-01-13,Mountain
MIA,2017-01-05,SouthAtlantic
HNL,2017-01-03,Pacific
PIT,2017-01-01,MiddleAtlantic
OAK,2017-01-02,Pacific
AUS,2017-01-12,WestSouthCentral
SAT,2017-01-29,WestSouthCentral
LAX,2017-01-18,Pacific
GSO,2017-01-07,SouthAtlantic
MSP,2017-01-08,WestNorthCentral
HNL,2017-01-26,Pacific
BNA,2017-01-09,EastSouthCentral
SAT,2017-01-20,WestSouthCentral
STL,2017-01-20,WestNorthCentral
MKE,2017-01-18,EastNorthCentral
CLT,2017-01-25,SouthAtlantic
MSY,2017-01-22,WestSouthCentral
SFB,2017-01-21,SouthAtlantic
GSO,2017-01-09,SouthAtlantic
IAH,2017-01-19,WestSouthCentral
MSP,2017-01-22,WestNorthCentral
SFO,2017-01-25,Pacific
IAH,2017-01-24,WestSouthCentral
BUR,2017-01-19,Pacific
JAX,2017-01-21,SouthAtlantic
RSW,2017-01-08,SouthAtlantic
SYR,2017-01-19,MiddleAtlantic
CMH,2017-01-16,EastNorthCentral
PHX,2017-01-25,Mountain
TUL,2017-01-12,WestSouthCentral
ORF,2017-01-13,SouthAtlantic
MIA,2017-01-21,SouthAtlantic
PIT,2017-01-29,MiddleAtlantic
GRR,2017-01-22,EastNorthCentral
AUS,2017-01-08,WestSouthCentral
CMH,2017-01-21,EastNorthCentral
HNL,2017-01-16,Pacific
LGA,2017-01-26,MiddleAtlantic
ICT,2017-01-27,WestNorthCentral
SLC,2017-01-06,Mountain
ATL,2017-01-16,SouthAtlantic
MSY,2017-01-11,WestSouthCentral
SAV,2017-01-11,SouthAtlantic
LAX,2017-01-19,Pacific
LGB,2017-01-22,Pacific
LGA,2017-01-23,MiddleAtlantic
CLT,2017-01-17,SouthAtlantic
ANC,2017-01-22,Pacific
ORF,2017-01-18,SouthAtlantic
PSP,2017-01-19,Pacific
PSP,2017-01-21,Pacific
GRR,2017-01-01,EastNorthCentral
DAY,2017-01-06,EastNorthCentral
PDX,2017-01-30,Pacific
GSO,2017-01-29,SouthAtlantic
IND,2017-01-13,EastNorthCentral
SFB,2017-01-29,SouthAtlantic
PHX,2017-01-24,Mountain
PSP,2017-01-16,Pacific
PSP,2017-01-07,Pacific
BOI,2017-01-02,Mountain
EWR,2017-01-20,MiddleAtlantic
BDL,2017-01-30,NewEngland
TUS,2017-01-23,Mountain
GRR,2017-01-31,EastNorthCentral
TUL,2017-01-25,WestSouthCentral
PHX,2017-01-09,Mountain
PDX,2017-01-08,Pacific
SFO,2017-01-30,Pacific
SFO,2017-01-21,Pacific
ROC,2017-01-08,MiddleAtlantic
AUS,2017-01-01,WestSouthCentral
MHT,2017-01-01,NewEngland
PIE,2017-01-03,SouthAtlantic
ORD,2017-01-13,EastNorthCentral
PNS,2017-01-14,SouthAtlantic
MCO,2017-01-18,SouthAtlantic
SMF,2017-01-14,Pacific
RIC,2017-01-05,SouthAtlantic
RIC,2017-01-09,SouthAtlantic
SAV,2017-01-04,SouthAtlantic
ABQ,2017-01-15,Mountain
GEG,2017-01-11,Pacific
SEA,2017-01-24,Pacific
LIH,2017-01-05,Pacific
GEG,2017-01-15,Pacific
MHT,2017-01-11,NewEngland
CVG,2017-01-07,EastNorthCentral
ELP,2017-01-11,WestSouthCentral
KOA,2017-01-08,Pacific
BHM,2017-01-04,EastSouthCentral
SFB,2017-01-14,SouthAtlantic
DTW,2017-01-24,EastNorthCentral
MIA,2017-01-17,SouthAtlantic
SAN,2017-01-05,Pacific
PIT,2017-01-12,MiddleAtlantic
JAX,2017-01-05,SouthAtlantic
ONT,2017-01-31,Pacific
ANC,2017-01-02,Pacific
BDL,2017-01-12,NewEngland
MSN,2017-01-29,EastNorthCentral
MYR,2017-01-11,SouthAtlantic
SAV,2017-01-07,SouthAtlantic
IAD,2017-01-19,SouthAtlantic
IAH,2017-01-21,WestSouthCentral
RNO,2017-01-18,Mountain
MCI,2017-01-22,WestNorthCentral
SAV,2017-01-28,SouthAtlantic
OAK,2017-01-18,Pacific
DSM,2017-01-04,WestNorthCentral
MDW,2017-01-16,EastNorthCentral
HNL,2017-01-31,Pacific
COS,2017-01-12,Mountain
SNA,2017-01-27,Pacific
MHT,2017-01-07,NewEngland
TYS,2017-01-07,EastSouthCentral
SAT,2017-01-08,WestSouthCentral
MDW,2017-01-25,EastNorthCentral
PBI,2017-01-09,SouthAtlantic
SFO,2017-01-23,Pacific
NE,2017-01-28,WestNorthCentral
SLC,2017-01-27,Mountain
PWM,2017-01-15,NewEngland
PBI,2017-01-30,SouthAtlantic
DTW,2017-01-04,EastNorthCentral
SDF,2017-01-31,EastSouthCentral
DSM,2017-01-09,WestNorthCentral
BNA,2017-01-28,EastSouthCentral
SJC,2017-01-12,Pacific
DTW,2017-01-10,EastNorthCentral
PNS,2017-01-26,SouthAtlantic
DAY,2017-01-14,EastNorthCentral
MCI,2017-01-09,WestNorthCentral
PNS,2017-01-12,SouthAtlantic
TYS,2017-01-14,EastSouthCentral
PIE,2017-01-25,SouthAtlantic
GSP,2017-01-30,SouthAtlantic
TYS,2017-01-28,EastSouthCentral
IAH,2017-01-26,WestSouthCentral
IND,2017-01-25,EastNorthCentral
CLT,2017-01-02,SouthAtlantic
DAY,2017-01-16,EastNorthCentral
BUR,2017-01-07,Pacific
ELP,2017-01-24,WestSouthCentral
GRR,2017-01-15,EastNorthCentral
BHM,2017-01-16,MiddleAtlantic
RIC,2017-01-31,SouthAtlantic
NE,2017-01-02,WestNorthCentral
SNA,2017-01-28,Pacific
OGG,2017-01-26,Pacific
TYS,2017-01-09,EastSouthCentral
ABQ,2017-01-23,Mountain
PSP,2017-01-29,Pacific
BOI,2017-01-01,Mountain
PBI,2017-01-01,SouthAtlantic
DEN,2017-01-26,Mountain
PDX,2017-01-26,Pacific
DSM,2017-01-10,WestNorthCentral
PIE,2017-01-28,SouthAtlantic
IAD,2017-01-29,SouthAtlantic
MYR,2017-01-17,SouthAtlantic
STL,2017-01-06,WestNorthCentral
TYS,2017-01-01,EastSouthCentral
ORD,2017-01-22,EastNorthCentral
OKC,2017-01-26,WestSouthCentral
LIH,2017-01-06,Pacific
MDW,2017-01-15,EastNorthCentral
BOS,2017-01-21,NewEngland
BUF,2017-01-20,MiddleAtlantic
OGG,2017-01-06,Pacific
ICT,2017-01-02,WestNorthCentral
SEA,2017-01-07,Pacific
PHL,2017-01-11,MiddleAtlantic
DSM,2017-01-29,WestNorthCentral
BNA,2017-01-25,EastSouthCentral
DAY,2017-01-08,EastNorthCentral
OGG,2017-01-21,Pacific
CLT,2017-01-23,SouthAtlantic
TYS,2017-01-30,EastSouthCentral
ABQ,2017-01-18,Mountain
RNO,2017-01-22,Mountain
LAX,2017-01-13,Pacific
SAT,2017-01-25,WestSouthCentral
SAN,2017-01-10,Pacific
PVD,2017-01-23,NewEngland
SAV,2017-01-12,SouthAtlantic
LAX,2017-01-08,Pacific
MKE,2017-01-22,EastNorthCentral
MCI,2017-01-16,WestNorthCentral
MSN,2017-01-24,EastNorthCentral
RNO,2017-01-17,Mountain
HNL,2017-01-06,Pacific
TPA,2017-01-25,SouthAtlantic
OAK,2017-01-10,Pacific
ICT,2017-01-14,WestNorthCentral
CMH,2017-01-13,EastNorthCentral
PBI,2017-01-05,SouthAtlantic
IAD,2017-01-02,SouthAtlantic
NE,2017-01-08,WestNorthCentral
OKC,2017-01-29,WestSouthCentral
GEG,2017-01-25,Pacific
PBI,2017-01-06,SouthAtlantic
COS,2017-01-14,Mountain
LIH,2017-01-31,Pacific
AUS,2017-01-27,WestSouthCentral
DCA,2017-01-01,SouthAtlantic
SAV,2017-01-15,SouthAtlantic
MSP,2017-01-17,WestNorthCentral
ELP,2017-01-03,WestSouthCentral
ATL,2017-01-21,SouthAtlantic
PNS,2017-01-01,SouthAtlantic
RSW,2017-01-04,SouthAtlantic
ABQ,2017-01-06,Mountain
DAL,2017-01-09,WestSouthCentral
DSM,2017-01-20,WestNorthCentral
SNA,2017-01-06,Pacific
RSW,2017-01-03,SouthAtlantic
CMH,2017-01-12,EastNorthCentral
SFO,2017-01-18,Pacific
PIE,2017-01-08,SouthAtlantic
LGA,2017-01-28,MiddleAtlantic
PIE,2017-01-09,SouthAtlantic
LAX,2017-01-31,Pacific
DTW,2017-01-01,EastNorthCentral
ICT,2017-01-19,WestNorthCentral
NE,2017-01-03,WestNorthCentral
SAV,2017-01-01,SouthAtlantic
PIE,2017-01-31,SouthAtlantic
ORF,2017-01-22,SouthAtlantic
SAN,2017-01-26,Pacific
OGG,2017-01-30,Pacific
PSP,2017-01-01,Pacific
DSM,2017-01-23,WestNorthCentral
BHM,2017-01-19,EastSouthCentral
TUL,2017-01-15,WestSouthCentral
OAK,2017-01-25,Pacific
STL,2017-01-25,WestNorthCentral
CHS,2017-01-14,SouthAtlantic
IAD,2017-01-30,SouthAtlantic
DAL,2017-01-12,WestSouthCentral
COS,2017-01-18,Mountain
FLL,2017-01-08,SouthAtlantic
MIA,2017-01-18,SouthAtlantic
BOI,2017-01-15,Mountain
CHS,2017-01-15,SouthAtlantic
LAS,2017-01-02,Mountain
MCI,2017-01-13,WestNorthCentral
STL,2017-01-29,WestNorthCentral
DCA,2017-01-25,SouthAtlantic
SEA,2017-01-15,Pacific
PHX,2017-01-17,Mountain
ROC,2017-01-28,MiddleAtlantic
SJC,2017-01-04,Pacific
ORF,2017-01-20,SouthAtlantic
IAH,2017-01-06,WestSouthCentral
GSO,2017-01-10,SouthAtlantic
LAX,2017-01-17,Pacific
TUS,2017-01-24,Mountain
TUL,2017-01-01,WestSouthCentral
KOA,2017-01-11,Pacific
BUF,2017-01-30,MiddleAtlantic
LAX,2017-01-05,Pacific
PSP,2017-01-23,Pacific
RSW,2017-01-25,SouthAtlantic
LAX,2017-01-03,Pacific
CHS,2017-01-12,SouthAtlantic
RIC,2017-01-18,SouthAtlantic
TUS,2017-01-07,Mountain
LGA,2017-01-03,MiddleAtlantic
PIT,2017-01-07,MiddleAtlantic
PWM,2017-01-17,NewEngland
ORD,2017-01-21,EastNorthCentral
TYS,2017-01-13,EastSouthCentral
EWR,2017-01-27,MiddleAtlantic
MKE,2017-01-13,EastNorthCentral
DTW,2017-01-15,EastNorthCentral
IAD,2017-01-04,SouthAtlantic
HNL,2017-01-13,Pacific
SAT,2017-01-13,WestSouthCentral
PBI,2017-01-26,SouthAtlantic
FLL,2017-01-12,SouthAtlantic
SFB,2017-01-18,SouthAtlantic
SJC,2017-01-09,Pacific
TUL,2017-01-30,WestSouthCentral
MSP,2017-01-31,WestNorthCentral
OAK,2017-01-15,Pacific
ORF,2017-01-10,SouthAtlantic
MDW,2017-01-31,EastNorthCentral
SLC,2017-01-24,Mountain
GSP,2017-01-29,SouthAtlantic
RDU,2017-01-02,SouthAtlantic
BOI,2017-01-06,Mountain
DSM,2017-01-02,WestNorthCentral
MYR,2017-01-26,SouthAtlantic
RSW,2017-01-27,SouthAtlantic
AUS,2017-01-13,WestSouthCentral
SFB,2017-01-27,SouthAtlantic
BHM,2017-01-25,EastSouthCentral
MSP,2017-01-04,WestNorthCentral
BDL,2017-01-10,NewEngland
EWR,2017-01-07,MiddleAtlantic
CLT,2017-01-18,SouthAtlantic
SAN,2017-01-02,Pacific
KOA,2017-01-29,Pacific
CLT,2017-01-27,SouthAtlantic
NE,2017-01-29,WestNorthCentral
SLC,2017-01-07,Mountain
DFW,2017-01-06,WestNorthCentral
EWR,2017-01-09,MiddleAtlantic
SAV,2017-01-06,SouthAtlantic
TPA,2017-01-07,SouthAtlantic
IAH,2017-01-23,WestSouthCentral
PSP,2017-01-08,Pacific
DAY,2017-01-04,EastNorthCentral
TUS,2017-01-20,Mountain
CVG,2017-01-10,EastNorthCentral
RDU,2017-01-22,SouthAtlantic
BHM,2017-01-18,EastSouthCentral
CVG,2017-01-12,EastNorthCentral
HOU,2017-01-17,WestSouthCentral
KOA,2017-01-17,Pacific
MCI,2017-01-17,WestNorthCentral
ROC,2017-01-16,MiddleAtlantic
PHX,2017-01-28,Mountain
LGB,2017-01-13,Pacific
MCI,2017-01-07,WestNorthCentral
SFO,2017-01-14,Pacific
ANC,2017-01-26,Pacific
IAD,2017-01-22,SouthAtlantic
BHM,2017-01-16,EastSouthCentral
PWM,2017-01-21,NewEngland
FLL,2017-01-03,SouthAtlantic
MSN,2017-01-19,EastNorthCentral
DFW,2017-01-22,WestNorthCentral
PSP,2017-01-25,Pacific
RIC,2017-01-01,SouthAtlantic
BOS,2017-01-02,NewEngland
IAH,2017-01-15,WestSouthCentral
SFB,2017-01-01,SouthAtlantic
ATL,2017-01-30,SouthAtlantic
JFK,2017-01-27,MiddleAtlantic
ANC,2017-01-19,Pacific
FLL,2017-01-19,SouthAtlantic
AUS,2017-01-24,WestSouthCentral
OGG,2017-01-13,Pacific
BDL,2017-01-14,NewEngland
TYS,2017-01-05,EastSouthCentral
CVG,2017-01-28,EastNorthCentral
CLE,2017-01-30,EastNorthCentral
GSP,2017-01-11,SouthAtlantic
MSP,2017-01-12,WestNorthCentral
EWR,2017-01-26,MiddleAtlantic
BUF,2017-01-11,MiddleAtlantic
RSW,2017-01-29,SouthAtlantic
PHL,2017-01-14,MiddleAtlantic
DCA,2017-01-28,SouthAtlantic
DFW,2017-01-05,WestNorthCentral
BHM,2017-01-13,MiddleAtlantic
MCI,2017-01-18,WestNorthCentral
GEG,2017-01-24,Pacific
TUS,2017-01-16,Mountain
OGG,2017-01-07,Pacific
SNA,2017-01-25,Pacific
GEG,2017-01-02,Pacific
PWM,2017-01-13,NewEngland
BWI,2017-01-18,SouthAtlantic
MYR,2017-01-02,SouthAtlantic
LIH,2017-01-09,Pacific
PHX,2017-01-18,Mountain
RNO,2017-01-02,Mountain
SNA,2017-01-24,Pacific
LIT,2017-01-15,WestSouthCentral
ANC,2017-01-01,Pacific
JFK,2017-01-10,MiddleAtlantic
BWI,2017-01-17,SouthAtlantic
PIE,2017-01-11,SouthAtlantic
ICT,2017-01-28,WestNorthCentral
MCI,2017-01-11,WestNorthCentral
CVG,2017-01-19,EastNorthCentral
MHT,2017-01-29,NewEngland
PIE,2017-01-14,SouthAtlantic
ATL,2017-01-19,SouthAtlantic
LIH,2017-01-28,Pacific
MSN,2017-01-17,EastNorthCentral
SMF,2017-01-28,Pacific
SNA,2017-01-08,Pacific
MSN,2017-01-07,EastNorthCentral
CLT,2017-01-04,SouthAtlantic
LGB,2017-01-29,Pacific
DTW,2017-01-05,EastNorthCentral
CMH,2017-01-28,EastNorthCentral
MCI,2017-01-01,WestNorthCentral
PDX,2017-01-04,Pacific
GRR,2017-01-27,EastNorthCentral
DFW,2017-01-21,WestNorthCentral
SLC,2017-01-03,Mountain
SMF,2017-01-07,Pacific
IAD,2017-01-11,SouthAtlantic
PNS,2017-01-04,SouthAtlantic
LIH,2017-01-29,Pacific
ORD,2017-01-26,EastNorthCentral
COS,2017-01-06,Mountain
RIC,2017-01-27,SouthAtlantic
PIT,2017-01-13,MiddleAtlantic
RNO,2017-01-11,Mountain
MKE,2017-01-24,EastNorthCentral
ANC,2017-01-12,Pacific
ORF,2017-01-17,SouthAtlantic
IND,2017-01-04,EastNorthCentral
TPA,2017-01-30,SouthAtlantic
CLT,2017-01-24,SouthAtlantic
AUS,2017-01-11,WestSouthCentral
BNA,2017-01-31,EastSouthCentral
LGB,2017-01-23,Pacific
BOI,2017-01-29,Mountain
MDW,2017-01-10,EastNorthCentral
MHT,2017-01-22,NewEngland
IAD,2017-01-21,SouthAtlantic
STL,2017-01-15,WestNorthCentral
BHM,2017-01-11,MiddleAtlantic
SNA,2017-01-29,Pacific
RNO,2017-01-14,Mountain
SEA,2017-01-17,Pacific
PHL,2017-01-06,MiddleAtlantic
MEM,2017-01-12,EastSouthCentral
IAD,2017-01-26,SouthAtlantic
ANC,2017-01-23,Pacific
BOS,2017-01-23,NewEngland
MEM,2017-01-16,EastSouthCentral
SNA,2017-01-20,Pacific
NE,2017-01-21,WestNorthCentral
BOI,2017-01-12,Mountain
IAH,2017-01-22,WestSouthCentral
SFO,2017-01-31,Pacific
BHM,2017-01-14,EastSouthCentral
GRR,2017-01-02,EastNorthCentral
BOI,2017-01-19,Mountain
RSW,2017-01-31,SouthAtlantic
SDF,2017-01-07,EastSouthCentral
MYR,2017-01-09,SouthAtlantic
RDU,2017-01-18,SouthAtlantic
DSM,2017-01-21,WestNorthCentral
TUS,2017-01-02,Mountain
SAN,2017-01-21,Pacific
MSY,2017-01-21,WestSouthCentral
MCI,2017-01-12,WestNorthCentral
MDW,2017-01-27,EastNorthCentral
PNS,2017-01-11,SouthAtlantic
TYS,2017-01-04,EastSouthCentral
PSP,2017-01-09,Pacific
AUS,2017-01-26,WestSouthCentral
GEG,2017-01-08,Pacific
CVG,2017-01-21,EastNorthCentral
LGB,2017-01-31,Pacific
ATL,2017-01-14,SouthAtlantic
OAK,2017-01-23,Pacific
GSO,2017-01-14,SouthAtlantic
ICT,2017-01-06,WestNorthCentral
RDU,2017-01-29,SouthAtlantic
ELP,2017-01-25,WestSouthCentral
LIH,2017-01-18,Pacific
ANC,2017-01-10,Pacific
GSP,2017-01-23,SouthAtlantic
ICT,2017-01-25,WestNorthCentral
MYR,2017-01-05,SouthAtlantic
OAK,2017-01-09,Pacific
LIT,2017-01-12,WestSouthCentral
KOA,2017-01-25,Pacific
BDL,2017-01-08,NewEngland
BOI,2017-01-18,Mountain
HOU,2017-01-22,WestSouthCentral
DEN,2017-01-16,Mountain
NE,2017-01-15,WestNorthCentral
TYS,2017-01-11,EastSouthCentral
PWM,2017-01-09,NewEngland
ORF,2017-01-25,SouthAtlantic
SJC,2017-01-24,Pacific
BUF,2017-01-17,MiddleAtlantic
AUS,2017-01-07,WestSouthCentral
BDL,2017-01-01,NewEngland
SMF,2017-01-09,Pacific
IAD,2017-01-09,SouthAtlantic
MHT,2017-01-16,NewEngland
PIT,2017-01-02,MiddleAtlantic
BHM,2017-01-26,MiddleAtlantic
OGG,2017-01-14,Pacific
IND,2017-01-23,EastNorthCentral
GSO,2017-01-24,SouthAtlantic
MIA,2017-01-06,SouthAtlantic
ELP,2017-01-18,WestSouthCentral
CLE,2017-01-01,EastNorthCentral
SNA,2017-01-04,Pacific
GSP,2017-01-03,SouthAtlantic
MSN,2017-01-16,EastNorthCentral
NE,2017-01-20,WestNorthCentral
LAX,2017-01-15,Pacific
LGB,2017-01-26,Pacific
BUR,2017-01-31,Pacific
ELP,2017-01-12,WestSouthCentral
PWM,2017-01-04,NewEngland
BWI,2017-01-01,SouthAtlantic
RSW,2017-01-18,SouthAtlantic
PBI,2017-01-13,SouthAtlantic
BHM,2017-01-14,MiddleAtlantic
PNS,2017-01-08,SouthAtlantic
PHL,2017-01-31,MiddleAtlantic
OKC,2017-01-10,WestSouthCentral
SMF,2017-01-08,Pacific
LGA,2017-01-22,MiddleAtlantic
SLC,2017-01-13,Mountain
MEM,2017-01-25,EastSouthCentral
PBI,2017-01-17,SouthAtlantic
BHM,2017-01-09,EastSouthCentral
MEM,2017-01-29,EastSouthCentral
PVD,2017-01-14,NewEngland
DAL,2017-01-02,WestSouthCentral
COS,2017-01-21,Mountain
ELP,2017-01-01,WestSouthCentral
MIA,2017-01-08,SouthAtlantic
SAV,2017-01-18,SouthAtlantic
BUF,2017-01-14,MiddleAtlantic
SEA,2017-01-14,Pacific
MCO,2017-01-03,SouthAtlantic
DAL,2017-01-18,WestSouthCentral
GEG,2017-01-19,Pacific
ONT,2017-01-14,Pacific
OKC,2017-01-30,WestSouthCentral
MSP,2017-01-24,WestNorthCentral
KOA,2017-01-12,Pacific
IAH,2017-01-27,WestSouthCentral
MIA,2017-01-12,SouthAtlantic
PSP,2017-01-12,Pacific
ORD,2017-01-31,EastNorthCentral
TUL,2017-01-09,WestSouthCentral
CVG,2017-01-25,EastNorthCentral
MCO,2017-01-28,SouthAtlantic
JAX,2017-01-06,SouthAtlantic
MKE,2017-01-01,EastNorthCentral
MSY,2017-01-07,WestSouthCentral
AUS,2017-01-05,WestSouthCentral
MCO,2017-01-19,SouthAtlantic
PHL,2017-01-27,MiddleAtlantic
GSO,2017-01-04,SouthAtlantic
KOA,2017-01-03,Pacific
OGG,2017-01-08,Pacific
BUF,2017-01-02,MiddleAtlantic
PHL,2017-01-12,MiddleAtlantic
FLL,2017-01-05,SouthAtlantic
GEG,2017-01-09,Pacific
MSY,2017-01-30,WestSouthCentral
PNS,2017-01-28,SouthAtlantic
GEG,2017-01-06,Pacific
PNS,2017-01-30,SouthAtlantic
IAH,2017-01-09,WestSouthCentral
TUL,2017-01-10,WestSouthCentral
CMH,2017-01-08,EastNorthCentral
RNO,2017-01-08,Mountain
BUR,2017-01-01,Pacific
LGA,2017-01-31,MiddleAtlantic
ROC,2017-01-22,MiddleAtlantic
CLT,2017-01-26,SouthAtlantic
LIT,2017-01-31,WestSouthCentral
ICT,2017-01-21,WestNorthCentral
SAT,2017-01-22,WestSouthCentral
SAT,2017-01-14,WestSouthCentral
BUF,2017-01-05,MiddleAtlantic
OKC,2017-01-19,WestSouthCentral
DSM,2017-01-03,WestNorthCentral
ELP,2017-01-14,WestSouthCentral
KOA,2017-01-04,Pacific
BNA,2017-01-10,EastSouthCentral
GSO,2017-01-19,SouthAtlantic
ANC,2017-01-28,Pacific
SJC,2017-01-13,Pacific
LGA,2017-01-16,MiddleAtlantic
HNL,2017-01-11,Pacific
OAK,2017-01-29,Pacific
CVG,2017-01-22,EastNorthCentral
SFO,2017-01-16,Pacific
PDX,2017-01-13,Pacific
TPA,2017-01-23,SouthAtlantic
MSN,2017-01-13,EastNorthCentral
OAK,2017-01-31,Pacific
ELP,2017-01-17,WestSouthCentral
LIT,2017-01-27,WestSouthCentral
DTW,2017-01-02,EastNorthCentral
STL,2017-01-16,WestNorthCentral
