Origin,FlightDate,Region
ROC,2017-01-19,MiddleAtlantic
PSP,2017-01-22,Pacific
KOA,2017-01-19,Pacific
BDL,2017-01-13,NewEngland
SAT,2017-01-15,WestSouthCentral
SJC,2017-01-01,Pacific
BHM,2017-01-22,MiddleAtlantic
OGG,2017-01-17,Pacific
RDU,2017-01-16,SouthAtlantic
SJC,2017-01-22,Pacific
BHM,2017-01-29,MiddleAtlantic
OKC,2017-01-20,WestSouthCentral
NE,2017-01-30,WestNorthCentral
IAH,2017-01-29,WestSouthCentral
PHX,2017-01-08,Mountain
MKE,2017-01-10,EastNorthCentral
OAK,2017-01-22,Pacific
ATL,2017-01-22,SouthAtlantic
DFW,2017-01-02,WestNorthCentral
JFK,2017-01-19,MiddleAtlantic
MSP,2017-01-02,WestNorthCentral
MCO,2017-01-15,SouthAtlantic
ONT,2017-01-25,Pacific
ATL,2017-01-20,SouthAtlantic
MCO,2017-01-25,SouthAtlantic
LGA,2017-01-02,MiddleAtlantic
LAX,2017-01-04,Pacific
PSP,2017-01-15,Pacific
MDW,2017-01-05,EastNorthCentral
FLL,2017-01-24,SouthAtlantic
SAT,2017-01-12,WestSouthCentral
RIC,2017-01-08,SouthAtlantic
MCI,2017-01-29,WestNorthCentral
SEA,2017-01-02,Pacific
SLC,2017-01-02,Mountain
PHL,2017-01-02,MiddleAtlantic
AUS,2017-01-25,WestSouthCentral
ABQ,2017-01-11,Mountain
DCA,2017-01-14,SouthAtlantic
SMF,2017-01-12,Pacific
SEA,2017-01-16,Pacific
ONT,2017-01-17,Pacific
PDX,2017-01-23,Pacific
IAH,2017-01-25,WestSouthCentral
BHM,2017-01-20,MiddleAtlantic
IND,2017-01-17,EastNorthCentral
MCI,2017-01-03,WestNorthCentral
SEA,2017-01-12,Pacific
DTW,2017-01-14,EastNorthCentral
BDL,2017-01-26,NewEngland
SDF,2017-01-25,EastSouthCentral
TUL,2017-01-16,WestSouthCentral
RSW,2017-01-21,SouthAtlantic
MHT,2017-01-21,NewEngland
MSY,2017-01-17,WestSouthCentral
SMF,2017-01-11,Pacific
MCI,2017-01-26,WestNorthCentral
EWR,2017-01-10,MiddleAtlantic
EWR,2017-01-31,MiddleAtlantic
MIA,2017-01-27,SouthAtlantic
GSO,2017-01-11,SouthAtlantic
LAS,2017-01-21,Mountain
RNO,2017-01-04,Mountain
BWI,2017-01-05,SouthAtlantic
CVG,2017-01-27,EastNorthCentral
SAT,2017-01-16,WestSouthCentral
CLT,2017-01-03,SouthAtlantic
IAD,2017-01-12,SouthAtlantic
PNS,2017-01-13,SouthAtlantic
PNS,2017-01-15,SouthAtlantic
TUS,2017-01-29,Mountain
RIC,2017-01-02,SouthAtlantic
DFW,2017-01-14,WestNorthCentral
MIA,2017-01-20,SouthAtlantic
PHL,2017-01-15,MiddleAtlantic
LGA,2017-01-06,MiddleAtlantic
FLL,2017-01-23,SouthAtlantic
LAS,2017-01-20,Mountain
SJC,2017-01-23,Pacific
MIA,2017-01-14,SouthAtlantic
DFW,2017-01-11,WestNorthCentral
CHS,2017-01-29,SouthAtlantic
LIH,2017-01-13,Pacific
BUR,2017-01-03,Pacific
DSM,2017-01-26,WestNorthCentral
CLT,2017-01-29,SouthAtlantic
PIT,2017-01-16,MiddleAtlantic
CVG,2017-01-04,EastNorthCentral
ORF,2017-01-08,SouthAtlantic
ABQ,2017-01-09,Mountain
BHM,2017-01-08,MiddleAtlantic
TYS,2017-01-26,EastSouthCentral
MDW,2017-01-01,EastNorthCentral
BNA,2017-01-21,EastSouthCentral
LAS,2017-01-19,Mountain
ABQ,2017-01-17,Mountain
ORD,2017-01-18,EastNorthCentral
HNL,2017-01-29,Pacific
RNO,2017-01-19,Mountain
BNA,2017-01-19,EastSouthCentral
MSP,2017-01-19,WestNorthCentral
ORF,2017-01-24,SouthAtlantic
NE,2017-01-27,WestNorthCentral
SLC,2017-01-15,Mountain
BDL,2017-01-05,NewEngland
SYR,2017-01-31,MiddleAtlantic
BUF,2017-01-18,MiddleAtlantic
BHM,2017-01-01,MiddleAtlantic
SEA,2017-01-09,Pacific
DTW,2017-01-20,EastNorthCentral
PIT,2017-01-05,MiddleAtlantic
TPA,2017-01-11,SouthAtlantic
MHT,2017-01-23,NewEngland
DTW,2017-01-23,EastNorthCentral
MEM,2017-01-06,EastSouthCentral
OAK,2017-01-24,Pacific
TPA,2017-01-16,SouthAtlantic
MEM,2017-01-27,EastSouthCentral
SFO,2017-01-27,Pacific
BWI,2017-01-26,SouthAtlantic
MEM,2017-01-15,EastSouthCentral
GEG,2017-01-01,Pacific
SAV,2017-01-29,SouthAtlantic
ORF,2017-01-27,SouthAtlantic
HOU,2017-01-13,WestSouthCentral
RDU,2017-01-09,SouthAtlantic
OKC,2017-01-09,WestSouthCentral
OKC,2017-01-17,WestSouthCentral
CLT,2017-01-31,SouthAtlantic
PBI,2017-01-08,SouthAtlantic
ATL,2017-01-09,SouthAtlantic
ATL,2017-01-08,SouthAtlantic
CLT,2017-01-09,SouthAtlantic
PHL,2017-01-05,MiddleAtlantic
KOA,2017-01-16,Pacific
OGG,2017-01-25,Pacific
LIH,2017-01-27,Pacific
SAV,2017-01-20,SouthAtlantic
MHT,2017-01-19,NewEngland
SEA,2017-01-19,Pacific
TUL,2017-01-06,WestSouthCentral
BUF,2017-01-10,MiddleAtlantic
BUR,2017-01-12,Pacific
HNL,2017-01-14,Pacific
HNL,2017-01-30,Pacific
GSP,2017-01-25,SouthAtlantic
SLC,2017-01-26,Mountain
COS,2017-01-07,Mountain
MIA,2017-01-09,SouthAtlantic
SAV,2017-01-13,SouthAtlantic
MHT,2017-01-13,NewEngland
LAX,2017-01-21,Pacific
PDX,2017-01-14,Pacific
DCA,2017-01-12,SouthAtlantic
GEG,2017-01-16,Pacific
MEM,2017-01-17,EastSouthCentral
SAN,2017-01-25,Pacific
TYS,2017-01-22,EastSouthCentral
MSN,2017-01-02,EastNorthCentral
DTW,2017-01-09,EastNorthCentral
TPA,2017-01-05,SouthAtlantic
DAY,2017-01-27,EastNorthCentral
TUL,2017-01-04,WestSouthCentral
IAD,2017-01-01,SouthAtlantic
ROC,2017-01-24,MiddleAtlantic
ROC,2017-01-27,MiddleAtlantic
MCI,2017-01-23,WestNorthCentral
MSY,2017-01-05,WestSouthCentral
LIT,2017-01-28,WestSouthCentral
MCO,2017-01-12,SouthAtlantic
HOU,2017-01-10,WestSouthCentral
IND,2017-01-30,EastNorthCentral
MSY,2017-01-14,WestSouthCentral
PNS,2017-01-23,SouthAtlantic
MKE,2017-01-16,EastNorthCentral
PHL,2017-01-29,MiddleAtlantic
MSP,2017-01-03,WestNorthCentral
BUR,2017-01-23,Pacific
RIC,2017-01-22,SouthAtlantic
JFK,2017-01-11,MiddleAtlantic
SAV,2017-01-26,SouthAtlantic
GRR,2017-01-26,EastNorthCentral
BHM,2017-01-09,MiddleAtlantic
GEG,2017-01-20,Pacific
MSY,2017-01-12,WestSouthCentral
SNA,2017-01-13,Pacific
ROC,2017-01-18,MiddleAtlantic
HOU,2017-01-09,WestSouthCentral
PIT,2017-01-25,MiddleAtlantic
SAV,2017-01-05,SouthAtlantic
PHX,2017-01-07,Mountain
SYR,2017-01-24,MiddleAtlantic
ABQ,2017-01-21,Mountain
SLC,2017-01-14,Mountain
DFW,2017-01-17,WestNorthCentral
LAX,2017-01-23,Pacific
OKC,2017-01-31,WestSouthCentral
GRR,2017-01-08,EastNorthCentral
SEA,2017-01-21,Pacific
MCI,2017-01-14,WestNorthCentral
MHT,2017-01-02,NewEngland
SEA,2017-01-28,Pacific
MIA,2017-01-29,SouthAtlantic
GSP,2017-01-06,SouthAtlantic
PNS,2017-01-16,SouthAtlantic
OKC,2017-01-05,WestSouthCentral
SJC,2017-01-02,Pacific
MKE,2017-01-11,EastNorthCentral
LIT,2017-01-18,WestSouthCentral
PWM,2017-01-02,NewEngland
IND,2017-01-01,EastNorthCentral
BOI,2017-01-10,Mountain
DCA,2017-01-30,SouthAtlantic
BOS,2017-01-10,NewEngland
MSY,2017-01-16,WestSouthCentral
PWM,2017-01-10,NewEngland
SNA,2017-01-10,Pacific
JAX,2017-01-22,SouthAtlantic
NE,2017-01-22,WestNorthCentral
JFK,2017-01-24,MiddleAtlantic
SMF,2017-01-27,Pacific
IAD,2017-01-06,SouthAtlantic
RNO,2017-01-07,Mountain
SEA,2017-01-27,Pacific
BUR,2017-01-21,Pacific
MCO,2017-01-17,SouthAtlantic
BUR,2017-01-26,Pacific
MDW,2017-01-04,EastNorthCentral
CMH,2017-01-23,EastNorthCentral
SAV,2017-01-08,SouthAtlantic
SFB,2017-01-24,SouthAtlantic
BHM,2017-01-18,MiddleAtlantic
DEN,2017-01-12,Mountain
BHM,2017-01-25,MiddleAtlantic
OKC,2017-01-27,WestSouthCentral
TUS,2017-01-01,Mountain
SDF,2017-01-02,EastSouthCentral
TPA,2017-01-08,SouthAtlantic
KOA,2017-01-23,Pacific
IAD,2017-01-15,SouthAtlantic
DCA,2017-01-16,SouthAtlantic
MKE,2017-01-31,EastNorthCentral
BUF,2017-01-15,MiddleAtlantic
DSM,2017-01-17,WestNorthCentral
HNL,2017-01-20,Pacific
MCO,2017-01-04,SouthAtlantic
BDL,2017-01-29,NewEngland
RNO,2017-01-20,Mountain
SDF,2017-01-01,EastSouthCentral
BDL,2017-01-07,NewEngland
EWR,2017-01-04,MiddleAtlantic
PIT,2017-01-11,MiddleAtlantic
MSP,2017-01-26,WestNorthCentral
SJC,2017-01-29,Pacific
MCO,2017-01-27,SouthAtlantic
BDL,2017-01-22,NewEngland
SFB,2017-01-06,SouthAtlantic
MYR,2017-01-27,SouthAtlantic
SFB,2017-01-03,SouthAtlantic
DSM,2017-01-30,WestNorthCentral
CMH,2017-01-17,EastNorthCentral
JAX,2017-01-09,SouthAtlantic
ABQ,2017-01-20,Mountain
PWM,2017-01-29,NewEngland
SDF,2017-01-24,EastSouthCentral
OGG,2017-01-02,Pacific
CHS,2017-01-16,SouthAtlantic
SMF,2017-01-18,Pacific
IAH,2017-01-03,WestSouthCentral
MIA,2017-01-30,SouthAtlantic
COS,2017-01-31,Mountain
DCA,2017-01-22,SouthAtlantic
HOU,2017-01-28,WestSouthCentral
BDL,2017-01-16,NewEngland
BWI,2017-01-23,SouthAtlantic
DAY,2017-01-05,EastNorthCentral
PSP,2017-01-20,Pacific
STL,2017-01-14,WestNorthCentral
PDX,2017-01-31,Pacific
ICT,2017-01-10,WestNorthCentral
MKE,2017-01-26,EastNorthCentral
ATL,2017-01-27,SouthAtlantic
SAT,2017-01-17,WestSouthCentral
SAN,2017-01-28,Pacific
BWI,2017-01-11,SouthAtlantic
BUR,2017-01-25,Pacific
PIE,2017-01-02,SouthAtlantic
SLC,2017-01-29,Mountain
CLT,2017-01-10,SouthAtlantic
OKC,2017-01-18,WestSouthCentral
MYR,2017-01-19,SouthAtlantic
RIC,2017-01-07,SouthAtlantic
SAV,2017-01-02,SouthAtlantic
SAT,2017-01-06,WestSouthCentral
BUR,2017-01-11,Pacific
RSW,2017-01-11,SouthAtlantic
DAY,2017-01-11,EastNorthCentral
SMF,2017-01-17,Pacific
MYR,2017-01-18,SouthAtlantic
IAD,2017-01-17,SouthAtlantic
SDF,2017-01-10,EastSouthCentral
ONT,2017-01-11,Pacific
MSY,2017-01-28,WestSouthCentral
MCI,2017-01-24,WestNorthCentral
PHL,2017-01-21,MiddleAtlantic
NE,2017-01-01,WestNorthCentral
SYR,2017-01-14,MiddleAtlantic
CLE,2017-01-12,EastNorthCentral
PSP,2017-01-10,Pacific
OGG,2017-01-10,Pacific
LAX,2017-01-06,Pacific
ICT,2017-01-24,WestNorthCentral
IND,2017-01-03,EastNorthCentral
TPA,2017-01-12,SouthAtlantic
GEG,2017-01-22,Pacific
JFK,2017-01-17,MiddleAtlantic
MIA,2017-01-22,SouthAtlantic
SYR,2017-01-01,MiddleAtlantic
LGA,2017-01-05,MiddleAtlantic
PHX,2017-01-06,Mountain
GSP,2017-01-26,SouthAtlantic
ONT,2017-01-06,Pacific
MSN,2017-01-20,EastNorthCentral
DEN,2017-01-01,Mountain
ATL,2017-01-12,SouthAtlantic
ABQ,2017-01-08,Mountain
SAT,2017-01-18,WestSouthCentral
LIH,2017-01-22,Pacific
BHM,2017-01-04,MiddleAtlantic
ORF,2017-01-09,SouthAtlantic
RIC,2017-01-12,SouthAtlantic
TUS,2017-01-21,Mountain
MYR,2017-01-07,SouthAtlantic
RDU,2017-01-24,SouthAtlantic
GRR,2017-01-04,EastNorthCentral
RSW,2017-01-07,SouthAtlantic
MHT,2017-01-18,NewEngland
MCO,2017-01-09,SouthAtlantic
BOI,2017-01-04,Mountain
TPA,2017-01-06,SouthAtlantic
CHS,2017-01-05,SouthAtlantic
SNA,2017-01-30,Pacific
CLE,2017-01-21,EastNorthCentral
DAY,2017-01-21,EastNorthCentral
TUS,2017-01-31,Mountain
SAV,2017-01-09,SouthAtlantic
HOU,2017-01-15,WestSouthCentral
RDU,2017-01-10,SouthAtlantic
SAT,2017-01-01,WestSouthCentral
TUL,2017-01-07,WestSouthCentral
SYR,2017-01-08,MiddleAtlantic
PHL,2017-01-22,MiddleAtlantic
SAN,2017-01-11,Pacific
PBI,2017-01-19,SouthAtlantic
HOU,2017-01-27,WestSouthCentral
MSP,2017-01-21,WestNorthCentral
GRR,2017-01-14,EastNorthCentral
SAN,2017-01-12,Pacific
PIE,2017-01-10,SouthAtlantic
SFO,2017-01-09,Pacific
TUL,2017-01-24,WestSouthCentral
CLT,2017-01-01,SouthAtlantic
PHL,2017-01-09,MiddleAtlantic
PBI,2017-01-18,SouthAtlantic
DEN,2017-01-08,Mountain
ORD,2017-01-06,EastNorthCentral
CMH,2017-01-19,EastNorthCentral
IAD,2017-01-13,SouthAtlantic
LGB,2017-01-17,Pacific
COS,2017-01-01,Mountain
DTW,2017-01-28,EastNorthCentral
SAN,2017-01-03,Pacific
EWR,2017-01-03,MiddleAtlantic
OAK,2017-01-06,Pacific
BUR,2017-01-22,Pacific
DAY,2017-01-29,EastNorthCentral
OKC,2017-01-03,WestSouthCentral
FLL,2017-01-25,SouthAtlantic
MYR,2017-01-12,SouthAtlantic
RDU,2017-01-04,SouthAtlantic
SMF,2017-01-20,Pacific
SYR,2017-01-13,MiddleAtlantic
SMF,2017-01-26,Pacific
SEA,2017-01-11,Pacific
SMF,2017-01-06,Pacific
KOA,2017-01-27,Pacific
LAX,2017-01-07,Pacific
BDL,2017-01-20,NewEngland
OGG,2017-01-23,Pacific
LIH,2017-01-02,Pacific
PHX,2017-01-31,Mountain
DEN,2017-01-03,Mountain
ELP,2017-01-07,WestSouthCentral
ROC,2017-01-29,MiddleAtlantic
PIE,2017-01-15,SouthAtlantic
TYS,2017-01-29,EastSouthCentral
COS,2017-01-17,Mountain
DSM,2017-01-07,WestNorthCentral
RNO,2017-01-29,Mountain
ELP,2017-01-06,WestSouthCentral
BWI,2017-01-02,SouthAtlantic
BUR,2017-01-15,Pacific
CLE,2017-01-11,EastNorthCentral
SMF,2017-01-15,Pacific
SFB,2017-01-31,SouthAtlantic
DAY,2017-01-03,EastNorthCentral
GSO,2017-01-08,SouthAtlantic
LIT,2017-01-26,WestSouthCentral
SAT,2017-01-11,WestSouthCentral
DFW,2017-01-27,WestNorthCentral
EWR,2017-01-17,MiddleAtlantic
BNA,2017-01-30,EastSouthCentral
MIA,2017-01-01,SouthAtlantic
CVG,2017-01-09,EastNorthCentral
CMH,2017-01-18,EastNorthCentral
SLC,2017-01-28,Mountain
SAT,2017-01-02,WestSouthCentral
SDF,2017-01-05,EastSouthCentral
SDF,2017-01-17,EastSouthCentral
LGB,2017-01-15,Pacific
TPA,2017-01-17,SouthAtlantic
RSW,2017-01-20,SouthAtlantic
LGB,2017-01-03,Pacific
ELP,2017-01-28,WestSouthCentral
DFW,2017-01-26,WestNorthCentral
DEN,2017-01-21,Mountain
PVD,2017-01-13,NewEngland
MDW,2017-01-19,EastNorthCentral
ONT,2017-01-10,Pacific
DEN,2017-01-19,Mountain
GEG,2017-01-26,Pacific
PIT,2017-01-22,MiddleAtlantic
DAL,2017-01-13,WestSouthCentral
BDL,2017-01-06,NewEngland
RNO,2017-01-09,Mountain
MSP,2017-01-13,WestNorthCentral
GSP,2017-01-09,SouthAtlantic
SAN,2017-01-23,Pacific
ORF,2017-01-30,SouthAtlantic
SFO,2017-01-12,Pacific
DCA,2017-01-24,SouthAtlantic
JFK,2017-01-03,MiddleAtlantic
DFW,2017-01-28,WestNorthCentral
GSP,2017-01-05,SouthAtlantic
BNA,2017-01-18,EastSouthCentral
IAH,2017-01-28,WestSouthCentral
MSP,2017-01-29,WestNorthCentral
CHS,2017-01-27,SouthAtlantic
PSP,2017-01-31,Pacific
HNL,2017-01-12,Pacific
FLL,2017-01-20,SouthAtlantic
TUL,2017-01-14,WestSouthCentral
PDX,2017-01-24,Pacific
TUS,2017-01-18,Mountain
PWM,2017-01-14,NewEngland
FLL,2017-01-27,SouthAtlantic
SYR,2017-01-04,MiddleAtlantic
PWM,2017-01-06,NewEngland
PSP,2017-01-24,Pacific
PDX,2017-01-22,Pacific
RNO,2017-01-12,Mountain
LIH,2017-01-03,Pacific
GSO,2017-01-03,SouthAtlantic
ICT,2017-01-30,WestNorthCentral
PDX,2017-01-12,Pacific
FLL,2017-01-21,SouthAtlantic
OGG,2017-01-04,Pacific
SFB,2017-01-16,SouthAtlantic
BOI,2017-01-22,Mountain
MEM,2017-01-18,EastSouthCentral
HOU,2017-01-05,WestSouthCentral
LIT,2017-01-01,WestSouthCentral
BDL,2017-01-19,NewEngland
SMF,2017-01-24,Pacific
GSP,2017-01-22,SouthAtlantic
LIT,2017-01-22,WestSouthCentral
SLC,2017-01-21,Mountain
PIT,2017-01-21,MiddleAtlantic
DEN,2017-01-11,Mountain
LAS,2017-01-24,Mountain
PSP,2017-01-30,Pacific
OKC,2017-01-04,WestSouthCentral
ATL,2017-01-05,SouthAtlantic
SFO,2017-01-07,Pacific
TUS,2017-01-08,Mountain
OAK,2017-01-30,Pacific
MYR,2017-01-24,SouthAtlantic
DCA,2017-01-07,SouthAtlantic
HOU,2017-01-08,WestSouthCentral
IAH,2017-01-05,WestSouthCentral
ICT,2017-01-08,WestNorthCentral
TYS,2017-01-02,EastSouthCentral
PBI,2017-01-11,SouthAtlantic
MSN,2017-01-04,EastNorthCentral
CHS,2017-01-23,SouthAtlantic
SLC,2017-01-19,Mountain
BDL,2017-01-11,NewEngland
SMF,2017-01-16,Pacific
SFO,2017-01-04,Pacific
CLT,2017-01-22,SouthAtlantic
PNS,2017-01-09,SouthAtlantic
MEM,2017-01-14,EastSouthCentral
BHM,2017-01-12,EastSouthCentral
CLT,2017-01-30,SouthAtlantic
LAX,2017-01-27,Pacific
SFB,2017-01-22,SouthAtlantic
SEA,2017-01-13,Pacific
MKE,2017-01-04,EastNorthCentral
MHT,2017-01-17,NewEngland
SYR,2017-01-22,MiddleAtlantic
LAX,2017-01-16,Pacific
GSO,2017-01-22,SouthAtlantic
MCI,2017-01-06,WestNorthCentral
MYR,2017-01-16,SouthAtlantic
GSO,2017-01-12,SouthAtlantic
DEN,2017-01-04,Mountain
SJC,2017-01-11,Pacific
JFK,2017-01-07,MiddleAtlantic
TPA,2017-01-10,SouthAtlantic
LAS,2017-01-31,Mountain
CLT,2017-01-21,SouthAtlantic
ORF,2017-01-16,SouthAtlantic
SFO,2017-01-13,Pacific
MKE,2017-01-17,EastNorthCentral
RDU,2017-01-08,SouthAtlantic
TUS,2017-01-25,Mountain
MCI,2017-01-31,WestNorthCentral
BHM,2017-01-19,MiddleAtlantic
MYR,2017-01-28,SouthAtlantic
ONT,2017-01-01,Pacific
BDL,2017-01-27,NewEngland
CLE,2017-01-08,EastNorthCentral
DEN,2017-01-06,Mountain
BUF,2017-01-25,MiddleAtlantic
CLT,2017-01-16,SouthAtlantic
BNA,2017-01-15,EastSouthCentral
HOU,2017-01-31,WestSouthCentral
ONT,2017-01-09,Pacific
GEG,2017-01-29,Pacific
ANC,2017-01-04,Pacific
BHM,2017-01-22,EastSouthCentral
LGB,2017-01-07,Pacific
DCA,2017-01-10,SouthAtlantic
STL,2017-01-23,WestNorthCentral
SDF,2017-01-18,EastSouthCentral
BUF,2017-01-29,MiddleAtlantic
RDU,2017-01-13,SouthAtlantic
OKC,2017-01-12,WestSouthCentral
SFB,2017-01-08,SouthAtlantic
GRR,2017-01-12,EastNorthCentral
BUF,2017-01-22,MiddleAtlantic
GSP,2017-01-10,SouthAtlantic
DTW,2017-01-22,EastNorthCentral
OAK,2017-01-21,Pacific
BDL,2017-01-24,NewEngland
BNA,2017-01-14,EastSouthCentral
ORD,2017-01-05,EastNorthCentral
LAX,2017-01-26,Pacific
BWI,2017-01-27,SouthAtlantic
ROC,2017-01-11,MiddleAtlantic
SLC,2017-01-10,Mountain
PDX,2017-01-20,Pacific
ICT,2017-01-16,WestNorthCentral
MKE,2017-01-27,EastNorthCentral
JAX,2017-01-17,SouthAtlantic
CLE,2017-01-04,EastNorthCentral
CMH,2017-01-09,EastNorthCentral
FLL,2017-01-18,SouthAtlantic
GEG,2017-01-27,Pacific
SLC,2017-01-20,Mountain
KOA,2017-01-14,Pacific
PNS,2017-01-20,SouthAtlantic
PBI,2017-01-20,SouthAtlantic
MCI,2017-01-04,WestNorthCentral
RIC,2017-01-28,SouthAtlantic
DAY,2017-01-25,EastNorthCentral
MCI,2017-01-05,WestNorthCentral
JAX,2017-01-20,SouthAtlantic
BHM,2017-01-11,EastSouthCentral
MSP,2017-01-25,WestNorthCentral
BHM,2017-01-28,EastSouthCentral
BHM,2017-01-07,EastSouthCentral
LAX,2017-01-28,Pacific
SNA,2017-01-11,Pacific
SNA,2017-01-02,Pacific
PBI,2017-01-02,SouthAtlantic
PBI,2017-01-04,SouthAtlantic
SDF,2017-01-04,EastSouthCentral
ABQ,2017-01-29,Mountain
ONT,2017-01-29,Pacific
BOS,2017-01-05,NewEngland
BHM,2017-01-02,MiddleAtlantic
DAL,2017-01-05,WestSouthCentral
IND,2017-01-28,EastNorthCentral
BDL,2017-01-15,NewEngland
ICT,2017-01-09,WestNorthCentral
MSY,2017-01-08,WestSouthCentral
SEA,2017-01-06,Pacific
JFK,2017-01-30,MiddleAtlantic
GEG,2017-01-04,Pacific
DEN,2017-01-02,Mountain
HOU,2017-01-20,WestSouthCentral
SLC,2017-01-08,Mountain
LAS,2017-01-17,Mountain
SYR,2017-01-30,MiddleAtlantic
RDU,2017-01-05,SouthAtlantic
LIH,2017-01-19,Pacific
MCO,2017-01-01,SouthAtlantic
FLL,2017-01-11,SouthAtlantic
OGG,2017-01-15,Pacific
MCO,2017-01-11,SouthAtlantic
SFO,2017-01-26,Pacific
CHS,2017-01-21,SouthAtlantic
GRR,2017-01-20,EastNorthCentral
CLE,2017-01-28,EastNorthCentral
PIE,2017-01-26,SouthAtlantic
MIA,2017-01-28,SouthAtlantic
BOS,2017-01-31,NewEngland
PDX,2017-01-29,Pacific
TYS,2017-01-27,EastSouthCentral
DTW,2017-01-21,EastNorthCentral
ABQ,2017-01-24,Mountain
JFK,2017-01-01,MiddleAtlantic
LAS,2017-01-03,Mountain
RDU,2017-01-31,SouthAtlantic
LAS,2017-01-12,Mountain
BHM,2017-01-01,EastSouthCentral
IND,2017-01-15,EastNorthCentral
RDU,2017-01-03,SouthAtlantic
TPA,2017-01-26,SouthAtlantic
JAX,2017-01-08,SouthAtlantic
LGA,2017-01-12,MiddleAtlantic
DTW,2017-01-31,EastNorthCentral
PDX,2017-01-02,Pacific
LAX,2017-01-11,Pacific
SYR,2017-01-26,MiddleAtlantic
STL,2017-01-22,WestNorthCentral
TPA,2017-01-31,SouthAtlantic
GRR,2017-01-07,EastNorthCentral
TUL,2017-01-03,WestSouthCentral
AUS,2017-01-18,WestSouthCentral
PIT,2017-01-24,MiddleAtlantic
JFK,2017-01-14,MiddleAtlantic
LIH,2017-01-01,Pacific
SAN,2017-01-08,Pacific
MHT,2017-01-14,NewEngland
PIT,2017-01-09,MiddleAtlantic
OKC,2017-01-02,WestSouthCentral
PDX,2017-01-17,Pacific
MEM,2017-01-23,EastSouthCentral
BWI,2017-01-03,SouthAtlantic
CVG,2017-01-23,EastNorthCentral
AUS,2017-01-31,WestSouthCentral
MDW,2017-01-03,EastNorthCentral
CLT,2017-01-13,SouthAtlantic
SJC,2017-01-15,Pacific
LGA,2017-01-20,MiddleAtlantic
PIE,2017-01-05,SouthAtlantic
HNL,2017-01-10,Pacific
BOI,2017-01-05,Mountain
GSO,2017-01-18,SouthAtlantic
SJC,2017-01-28,Pacific
ONT,2017-01-18,Pacific
RSW,2017-01-28,SouthAtlantic
DSM,2017-01-11,WestNorthCentral
RNO,2017-01-01,Mountain
ROC,2017-01-31,MiddleAtlantic
SNA,2017-01-18,Pacific
RNO,2017-01-25,Mountain
GEG,2017-01-17,Pacific
TPA,2017-01-01,SouthAtlantic
ONT,2017-01-24,Pacific
MSN,2017-01-03,EastNorthCentral
TUS,2017-01-22,Mountain
ROC,2017-01-26,MiddleAtlantic
GSP,2017-01-18,SouthAtlantic
SLC,2017-01-25,Mountain
GSO,2017-01-06,SouthAtlantic
CHS,2017-01-22,SouthAtlantic
GSP,2017-01-31,SouthAtlantic
SYR,2017-01-25,MiddleAtlantic
EWR,2017-01-22,MiddleAtlantic
TUL,2017-01-29,WestSouthCentral
PDX,2017-01-05,Pacific
PIT,2017-01-31,MiddleAtlantic
LAX,2017-01-09,Pacific
ATL,2017-01-23,SouthAtlantic
GSP,2017-01-13,SouthAtlantic
MEM,2017-01-01,EastSouthCentral
SJC,2017-01-18,Pacific
SJC,2017-01-17,Pacific
IND,2017-01-20,EastNorthCentral
BUF,2017-01-13,MiddleAtlantic
ABQ,2017-01-30,Mountain
SYR,2017-01-27,MiddleAtlantic
CMH,2017-01-11,EastNorthCentral
BNA,2017-01-20,EastSouthCentral
HOU,2017-01-30,WestSouthCentral
MEM,2017-01-03,EastSouthCentral
EWR,2017-01-02,MiddleAtlantic
PDX,2017-01-16,Pacific
SFB,2017-01-05,SouthAtlantic
MDW,2017-01-11,EastNorthCentral
SEA,2017-01-22,Pacific
OKC,2017-01-13,WestSouthCentral
MCI,2017-01-10,WestNorthCentral
MDW,2017-01-02,EastNorthCentral
LAX,2017-01-02,Pacific
BHM,2017-01-13,EastSouthCentral
RIC,2017-01-16,SouthAtlantic
LAS,2017-01-25,Mountain
EWR,2017-01-28,MiddleAtlantic
SLC,2017-01-18,Mountain
MSN,2017-01-06,EastNorthCentral
LAX,2017-01-01,Pacific
FLL,2017-01-26,SouthAtlantic
BDL,2017-01-31,NewEngland
ANC,2017-01-03,Pacific
PWM,2017-01-03,NewEngland
CHS,2017-01-13,SouthAtlantic
HOU,2017-01-03,WestSouthCentral
CHS,2017-01-06,SouthAtlantic
LAS,2017-01-07,Mountain
PIE,2017-01-20,SouthAtlantic
MCO,2017-01-14,SouthAtlantic
PBI,2017-01-03,SouthAtlantic
SNA,2017-01-17,Pacific
DAY,2017-01-18,EastNorthCentral
LIH,2017-01-23,Pacific
LIT,2017-01-11,WestSouthCentral
MYR,2017-01-04,SouthAtlantic
RNO,2017-01-15,Mountain
BUR,2017-01-17,Pacific
SYR,2017-01-17,MiddleAtlantic
MCI,2017-01-30,WestNorthCentral
AUS,2017-01-29,WestSouthCentral
NE,2017-01-23,WestNorthCentral
PHL,2017-01-19,MiddleAtlantic
KOA,2017-01-05,Pacific
PIT,2017-01-19,MiddleAtlantic
LGB,2017-01-08,Pacific
MDW,2017-01-21,EastNorthCentral
CMH,2017-01-24,EastNorthCentral
DAY,2017-01-23,EastNorthCentral
BNA,2017-01-11,EastSouthCentral
HNL,2017-01-21,Pacific
